pincode,zone,state,serviceable,dtdc_serviceable,dtdc_surface_available,dtdc_surface_price,dtdc_surface_days,dtdc_air_available,dtdc_air_price,dtdc_air_days,dtdc_cod_available,dtdc_cod_price,delhivery_serviceable,delhivery_standard_available,delhivery_standard_price,delhivery_cod_available,delhivery_cod_price
110001,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110002,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110003,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110004,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110005,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110006,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110007,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110008,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110009,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110010,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110011,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110012,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110013,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110014,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110015,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110016,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110017,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110018,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110019,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110020,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110021,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110022,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110023,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110024,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110025,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110026,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110027,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110028,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110029,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110030,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110031,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110032,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110033,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110034,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110035,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110036,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110037,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110038,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110039,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110040,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110041,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110042,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110043,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110044,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110045,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110046,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110047,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110048,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110049,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110050,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110051,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110052,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110053,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110054,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110055,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110056,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110057,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110058,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110059,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110060,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110061,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110062,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110063,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110064,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110065,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110066,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110067,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110068,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110069,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110070,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110071,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110072,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110073,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110074,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110075,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110076,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110077,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110078,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110079,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110080,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110081,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110082,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110083,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110084,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110085,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110086,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110087,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110088,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110089,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110090,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110091,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110092,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110093,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110094,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110095,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110096,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110097,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110101,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110102,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110103,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110104,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110105,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110106,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110107,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110108,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110109,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110110,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110112,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110113,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110114,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110115,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110116,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110117,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110118,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110119,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110120,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110121,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110122,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110124,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110125,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110301,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110302,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110401,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110402,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110403,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110501,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110502,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110503,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110504,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110505,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110506,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110507,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110508,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110509,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110510,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110511,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110512,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110601,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110602,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110603,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
110604,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110605,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110606,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110607,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110608,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
110609,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
111105,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
111112,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
111114,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
111120,North,DL,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
111121,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
116019,North,DL,true,true,true,0,2,true,50,2,true,50,false,false,,false,
120001,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
120002,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
121000,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121001,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121002,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121003,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121004,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121005,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121006,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121007,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121008,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121009,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121010,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121011,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121012,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121013,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
121014,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
121015,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
121101,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
121102,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
121103,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
121104,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
121105,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
121106,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
121107,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
121206,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
122000,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122001,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122002,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122003,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122004,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122005,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122006,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122007,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122008,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122009,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122010,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122011,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122012,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122014,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122015,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122016,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122017,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122018,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122019,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122020,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122021,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122022,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122023,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122024,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122025,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122026,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
122027,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122028,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122029,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122030,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122031,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122032,North,HR,true,true,true,0,2,true,50,2,true,50,false,false,,false,
122033,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
122050,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
122051,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
122052,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
122055,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122098,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
122101,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
122102,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122103,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122104,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122105,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
122106,North,RJ,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122107,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122108,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
122203,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122204,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122206,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122207,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122208,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122209,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122211,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
122213,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122214,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122215,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122216,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122217,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122218,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122219,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122220,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122223,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122224,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122225,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122226,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122227,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122228,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122229,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122230,North,HR,true,true,true,0,2,true,50,2,false,,false,false,,false,
122231,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
122232,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122233,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
122234,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
122413,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122414,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122502,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
122503,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122504,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122505,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
122506,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
122508,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123001,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
123021,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
123023,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
123024,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123027,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123028,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123029,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
123031,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
123034,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123035,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123101,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
123102,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
123103,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123106,North,RJ,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
123110,North,RJ,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
123301,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123302,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123303,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123304,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
123401,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
123411,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
123412,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
123413,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
123414,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
123501,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
123504,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
123506,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
124001,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
124010,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
124021,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
124022,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124102,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124103,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
124104,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124105,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124106,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
124107,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124108,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
124109,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124111,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124112,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
124113,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
124141,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
124142,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
124146,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
124201,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
124202,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124303,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124401,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124404,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124406,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124411,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124412,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124501,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
124504,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124505,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124506,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124507,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
124508,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124513,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
124514,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
124515,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
124517,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
125001,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
125002,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
125003,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
125004,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
125005,North,HR,true,true,true,0,2,true,50,2,true,50,true,true,120,true,50
125006,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125007,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125011,North,HR,true,true,true,0,2,true,50,2,false,,true,true,120,true,50
125021,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
125033,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125034,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
125037,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125038,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125039,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
125042,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125044,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125047,North,HR,true,true,true,0,3,true,50,3,false,,false,false,,false,
125048,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125049,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125050,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125051,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125052,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
125053,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
125054,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125055,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
125056,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125057,North,HR,true,true,true,0,5,true,50,5,true,50,false,false,,false,
125058,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125060,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125061,North,HR,true,true,true,0,7,false,,,false,,false,false,,false,
125075,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
125076,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
125077,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125078,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125101,North,RJ,true,true,true,0,7,false,,,false,,true,true,120,true,50
125102,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
125103,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125104,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
125106,North,HR,true,true,true,0,6,true,50,6,true,50,true,true,120,true,50
125110,North,HR,true,true,true,0,7,false,,,false,,true,true,120,true,50
125111,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
125112,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
125113,North,HR,true,true,true,0,3,true,50,3,false,,true,true,120,true,50
125120,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125121,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
125122,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
125133,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
125201,North,HR,true,true,true,0,5,true,50,5,false,,true,true,120,true,50
126001,North,HR,true,true,true,0,5,true,50,5,true,50,false,false,,false,
126008,North,HR,true,true,true,0,3,true,50,3,true,50,false,false,,false,
126101,North,HR,true,true,true,0,3,true,50,3,true,50,true,true,120,true,50
126102,North,HR,true,true,true,0,5,true,50,5,true,50,true,true,120,true,50
